Address,Prisantydning,Fellesgjeld,Omkostninger,Totalpris,Felleskost,Boligtype,Eieform_bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,Faciliteter,Beskrivelse,Eiendomsmegler
"Parallellen 25, 7081 Sjetnemarka",2 850 000 kr,72 420 kr,2 922 420 kr,2 491 kr,-1,Leilighet,Eier (Selveier),2,67 m²,70 m²,1,2006,E - rød,,Flott 3-roms hjørneleilighet fra 2006. Stor og solrik terrasse. Carport. Flotte fellesarealer. Livsløpsstandard.,EiendomsMegler 1 avd. Lerkendal
"Udbyes gate 7, 7030 Trondheim",1 790 000 kr,712 000 kr,8 454 kr,2 510 454 kr,6 900 kr,Leilighet,Andel,1,57 m²,57 m²,4,1917,G - rød,-1,Flott og lys 2-roms andelsleilighet - Solrik balkong - Heis - Sentrumsnær og attraktiv beliggenhet - Innflytningsklar!,EiendomsMegler 1 avd. Trondheim Sentrum
"Fjellhøyveien 49D, 1718 Greåker",3 490 000 kr,1 373 076 kr,1 210 kr,4 864 286 kr,8 457 kr,Leilighet,Andel,2,112 m²,117 m²,2,2011,-1,,Stor leilighet beliggende 2.etg. Stor balkong med utsikt og gode solforhold. Garasje. Heis. Callinganlegg.,EiendomsMegler 1 Sarpsborg
"Ensjøveien 21 D, 0655 Oslo",6 190 000 kr,166 292 kr,6 356 292 kr,3 024 kr,-1,Leilighet,Eier (Selveier),2,70 m²,73 m²,4,2018,C - mørkegrønn,,"Stilren og gjennomgående 3-roms selveier med heis, balkong, vannbåren gulvvarme og svært god beliggenhet.",PrivatMegleren Aveny
"Olav Magnussons veg 6, 7046 Trondheim",3 155 483 kr,-1,-1,-1,-1,50 - 86 m²,2 - 3,Leilighet,Andel,-1,-1,-1,-1,-1,Nye Valentinlyst | 50 nye leiligheter med attraktiv beliggenhet | Heis | P-kjeller |Over 50% solgt! Innflytting 2022,EiendomsMegler 1 Prosjekt Trondheim
"Sjømannsvegen 17G, 6008 Ålesund",6 100 000 kr,153 842 kr,6 253 842 kr,4 890 kr,-1,Leilighet,Eier (Selveier),3,130 m²,134 m²,2,2010,D - mørkegrønn,,Tiltalende 4-roms leilighet med balkong og flott utsikt - moderne og lettstelt - 2 garasjeplasser - heis i bygget.,-1
"Julianus Holms veg 26, 7041 Trondheim",2 750 000 kr,69 920 kr,2 819 920 kr,2 144 kr,7 760 kr per år,Leilighet,Eier (Selveier),1,40 m²,40 m²,3,2015,B - mørkegrønn,,Lekker 2-roms selveierleilighet fra 2015 i 3. etg - Sørvestvendt og solrik balkong - TG1 på bad og kjøkken - Fjernvarme,EiendomsMegler 1 avd. Grilstadporten
"Sofienberggata 55D, 0563 Oslo",5 800 000 kr,249 353 kr,15 459 kr,6 064 812 kr,6 345 kr,Leilighet,Andel,3,89 m²,89 m²,4,1939,G - mørkegrønn,,"Gjennomgående 3(4)-r toppleilighet med vestvendt balkong | Rolig og skjermet i indre gård | Vv, fyring, fiber",Schala & Partners Carl Berner
"Frydenbergveien 46D, 0575 Oslo",3 790 000 kr,101 122 kr,3 891 122 kr,2 344 kr,-1,Leilighet,Eier (Selveier),1,40 m²,43 m²,2,1902,C - mørkegrønn,,"Lys og lekker 2-roms selveierleilighet fra 2020 - Flytt rett inn - Hvitevarer følger - Stor takterrasse - Fjernvarme, in",Notar Oslo
"Østbysvingen 1E, 2040 Kløfta",3 000 000 kr,76 342 kr,3 076 342 kr,2 127 kr,4 917 kr per år,Leilighet,Eier (Selveier),2,73 m²,76 m²,2,1999,D - oransje,,Lys og pen 3-roms selveier - Solrik terrasse - 2 soverom - Innvendig bod - Sentrumsnært,-1
"Valheimveien, 4020 Stavanger",947 500 kr,-1,-1,-1,-1,74 m²,78 m²,2,Leilighet,Andel,104,B - lysegrønn,-1,-1,"Husene i skogen-trinn to! Leilighet med to sov, bad og gjestetoalett, parkering",-1
"Stokkaveien 21, 4024 Stavanger",3 450 000 kr,100 890 kr,3 550 890 kr,2 463 kr,6 444 kr per år,Leilighet,Eier (Selveier),2,62 m²,62 m²,1,2010,D - rød,-1,"Nydelig 3-roms selveierleilighet med romslig, skjermet og solrik uteplass - Parkering i anlegg - Felles takterrasse",EIE eiendomsmegling - Rogaland Eiendomsmegling AS
"Jacob Kjødes veg 2G, 5232 Paradis",5 390 000 kr,9 792 kr,5 399 792 kr,2 170 kr,-1,Leilighet,Eier (Selveier),2,81 m²,87 m²,5,2020,-1,-1,"Paradis: Ny og innflytningsklar 3-roms leilighet med in-suite løsning, to bad og terrasse! Mulighet for garasjeplass.",PrivatMegleren Vikebø & Jørgensen Nybygg
"Bretlandsgata 65, 4009 Stavanger",2 290 000 kr,17 027 kr,69 434 kr,2 376 461 kr,2 063 kr,Leilighet,Eier (Selveier),1,38 m²,38 m²,2,2009,D - mørkegrønn,,Lev enkelt - høy trivsel - kvalitet - byens råeste takterrasse i denne prisklassen?,Huus & Partners
"Olav Engelbrektssons alle 51, 7040 Trondheim",2 450 000 kr,235 965 kr,10 980 kr,2 696 945 kr,3 567 kr,Leilighet,Aksje,1,40 m²,40 m²,4,1955,E - rød,,2-roms toppleilighet nær Ringvebukta og Ladestien. Stor vestvendt balkong med gode solforhold. Ingen dok.avg. 2 boder.,-1
"Frysjaveien 7B, 0883 Oslo",4 900 000 kr,172 027 kr,8 626 kr,5 080 653 kr,4 109 kr,Leilighet,Andel,2,66 m²,66 m²,3,1953,D - rød,,Flott gjennomgående 3-roms - Solrik balkong m/flott utsikt - Barnevennlig - P-plass - Sentralfyr - Ingen dok.avg,-1
"Balders veg 4 B, 7033 Trondheim",1 790 000 kr,153 790 kr,8 454 kr,1 952 244 kr,3 278 kr,Leilighet,Andel,37 m²,37 m²,1,1965,G - rød,-1,,Oppussingsobjekt i et attraktivt område på Nardo - Sørvestvendt balkong - Nærhet til NTNU,EiendomsMegler 1 avd. Trondheim Syd/Heimdal
"Lietorvet Boliger, trinn 2, 3717 Skien",1 850 000 kr,-1,-1,-1,-1,69 - 92 m²,2 - 3,Leilighet,Andel,-1,-1,-1,-1,-1,Lietorvet trinn 2 - Sentrumsnært - garasje - utsikt og sol - Ferdigstilt i september 2021 - Ta kontakt for visning!,PrivatMegleren Telemark
"Strynevegen, 6783 Stryn",2 690 000 kr,-1,-1,-1,-1,100 - 106 m²,2,Leilighet,Eier (Selveier),C - oransje,-1,-1,-1,-1,"Indrebøen - Funkisinspirerte leiligheiter, 2/3 sov, garasjekjellar",Norhus Ørsta AS
"Odvar Solbergs vei 8, 0970 Oslo",3 200 000 kr,384 000 kr,8 626 kr,3 592 626 kr,5 555 kr,Leilighet,Andel,3,81 m²,94 m²,5,1972,-1,,Pen 4-roms med innglasset balkong og garasje. Bad + separat wc fra 2019 i regi av brl. Flott utsikt!,Krogsveen avd. Groruddalen
"Brugata 28, 5200 Os",4 200 000 kr,-1,-1,-1,-1,74 - 114 m²,2 - 3,Leilighet,Eier (Selveier),-1,-1,-1,-1,-1,Bo sentralt på toppen i Os sentrum. Innflyttingsklare helt nye lekre leiligheter med mye sol og utsikt!,PROAKTIV PROSJEKTMEGLING AS
"Olaf Schous vei 23, 0572 Oslo",3 910 000 kr,80 845 kr,111 292 kr,4 102 137 kr,3 689 kr,Leilighet,Eier (Selveier),1,51 m²,51 m²,5,1937,G - mørkegrønn,,"Innbydende og romslig toppleilighet- Separat kjøkken - Soverom med herlig balkong på 8,5 m²! Bad fra 2015/16 -Parkering*",Aktiv Carl Berner
"Gartnersvingen 8B, 2032 Maura",2 550 000 kr,72 492 kr,2 622 492 kr,1 284 kr,-1,Leilighet,Eier (Selveier),2,50 m²,50 m²,1,2020,-1,,"Moderne 3-roms selveierleilighet med effektiv planløsning, terrasse og hage. Carport med elbil-lader og sportsbod.",Propr.no
"Gymnasgata 4, 8300 Svolvær",2 750 000 kr,88 099 kr,5 232 kr,2 843 331 kr,-1,Leilighet,Eier (Selveier),63 m²,63 m²,1969,G - oransje,464 m² (eiet),-1,-1,Oppgradert 3-romsleilighet med nydelig utsikt | Endeleilighet | Kjøkken og bad fra 2020 | Stor veranda |,-1
"Kirkegata 8, 6516 Kristiansund N",1 650 000 kr,41 250 kr,1 691 250 kr,13 174 kr per år,-1,Leilighet,Eier (Selveier),2,86 m²,86 m²,1948,G - gul,-1,,"Selveierleilighet med stor veranda, havneutsikt og parkering!",EiendomsMegler 1 avd. Kristiansund
"Magasinparken, 1423 Ski",8 300 000 kr,-1,-1,-1,-1,94 m²,99 m²,3,4,2.,1,Leilighet,-1,-1,"Magasinhagen, Ski - 4-roms selveier - 2 store balkonger - Heis - Garasje",Sem & Johnsen
"Koboltveien 16, 4629 Kristiansand S",1 690 000 kr,415 634 kr,1 132 kr,2 106 766 kr,5 592 kr,Leilighet,Andel,3,101 m²,101 m²,3,1973,-1,,Romslig og pen andelsleilighet med god planløsning. Heis. 3 soverom. Solrik balkong.,Krogsveen avd. Kristiansand
"Colletts gate 63, 0456 Oslo",5 900 000 kr,77 957 kr,160 962 kr,6 138 919 kr,3 116 kr,Leilighet,Eier (Selveier),2,69 m²,69 m²,2,1929,F - oransje,,"Stilren 3-roms selveier i herlige omgivelser med peis, kjøkken/bad fra 2019/16. Sentralt beliggende på St.Hanshaugen",PrivatMegleren Park
"Odins gate 14 A, 0266 Oslo",3 750 000 kr,102 589 kr,107 842 kr,3 960 431 kr,2 257 kr,Leilighet,Eier (Selveier),1,35 m²,35 m²,1,1898,-1,,"Innbydende, klassisk og gjennomgående 2-roms. Stukkatur, god takhøyde og peisovn. Meget sentral beliggenhet!",Aktiv Frogner
"Boreas gate 29-31, 5532 Haugesund",3 690 000 kr,-1,-1,-1,-1,81 - 166 m²,2 - 4,Leilighet,Eier (Selveier),-1,-1,-1,-1,-1,HEMMINGSTADTOPPEN BYGG 2 - SALGET ER I GANG! 11 eksklusive arkitekttegnede leiligheter i størrelse fra 84 til 172 kvm!,DNB Eiendom AS
"Tunveien 24 (leil. B601), 1820 Spydeberg",6 390 000 kr,34 065 kr,6 424 065 kr,4 302 kr,-1,Leilighet,Eier (Selveier),2,109 m²,114 m²,6,2020,C - mørkegrønn,-1,"Spydeberg // Ny toppleilighet på hele 114 kvm med stor, delvis overbygd takterrasse, heis og garasjeplass",-1
"Frognerveien 4, 2016 Frogner",3 250 000 kr,2 016 kr,92 670 kr,3 344 686 kr,2 892 kr,Leilighet,Eier (Selveier),2,61 m²,61 m²,2,2003,D - rød,,"Tiltalende 3-roms selveier med kjøkken fra 2019. Vestvendt balkong, heis og garasjeplass. Svært sentral beliggenhet.",PrivatMegleren Lillestrøm
"Damsgårdsveien 75, 5058 Bergen",3 290 000 kr,83 490 kr,3 373 490 kr,1 425 kr,9 080 kr per år,Leilighet,Eier (Selveier),1,48 m²,48 m²,2,2017,B - mørkegrønn,-1,Strøken 2-roms leilighet med sentral beliggenhet. Vestvendt balkong. Felles takterrasse. Heis,EiendomsMegler 1 Bergen
"Kjellengveien 30, 3125 Tønsberg",4 600 000 kr,-1,-1,-1,-1,83 m²,2,2,Leilighet,Eier (Selveier),A - gul,-1,-1,-1,"Syrin, Kjellelia - 4 nye selveierleiligheter for salg",Format Eiendom AS
"Magasinparken, 1423 Ski",8 300 000 kr,-1,-1,-1,-1,94 m²,99 m²,3,4,2.,1,Leilighet,-1,-1,"Magasinhagen, Ski - 4-roms selveier - 2 store balkonger - Heis - Garasje",Sem & Johnsen
"Søreng KS2 leiligheter, 4312 Sandnes",2 650 000 kr,-1,-1,-1,-1,63 m²,2,Leilighet,Eier (Selveier),C - rød,-1,-1,-1,-1,"Søreng - Solrike og arealeffektive leiligheter med to soverom, uteplass og parkering. Øster Hus.",ØSTER HUS AS
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Margarethas vei 1, 1473 Lørenskog",2 400 000 kr,6 610 kr,61 342 kr,2 467 952 kr,2 084 kr,Leilighet,Eier (Selveier),0,28 m²,29 m²,4,2004,C - mørkegrønn,,Pen 1-roms leilighet i 4. etasje med heis og garasjeplass -Meget sentralt -Perfekt førstegangskjøp/utleieobjekt,-1
"Bekkevegen 4E, 2420 Trysil",2 000 000 kr,51 372 kr,2 051 372 kr,800 kr,9 706 kr per år,Leilighet,Eier (Selveier),2,64 m²,64 m²,2,2003,D - oransje,,"Koselig sentrumsnær leilighet med 2 soverom, balkong og carport. Gangavstand til skoler og alle fasiliteter i sentrum.",EiendomsMegler 1 - Trysil
"Hans Aanruds veg 11B, 2618 Lillehammer",3 250 000 kr,320 165 kr,1 132 kr,3 571 297 kr,5 994 kr,Leilighet,Andel,3,78 m²,78 m²,4,1962,G - mørkegrønn,-1,Attraktivt beliggende 4-roms toppleilighet med nyere kjøkken og bad. Garasje og veranda. Kort vei til bl.a. NTG.,-1
"Melkevikleitet, 5565 Tysværvåg",2 890 000 kr,-1,-1,-1,-1,83 m²,2,Leilighet,Eier (Selveier),-1,-1,-1,-1,-1,"SLÅTTEVIK - Moderne leiligheter for salg! ÅPEN kontrakt, null risiko!",DNB Eiendom AS
"Colletts gate 13B, 0169 Oslo",9 500 000 kr,68 303 kr,9 900 kr,9 578 203 kr,3 690 kr,Leilighet,Aksje,2,91 m²,91 m²,4,1932,F - mørkegrønn,,"Svært attraktivt beliggende 3/4-roms - Gjennomgående, stilren og påkostet med to balkonger, peis og garasjeleie.",PrivatMegleren Park
"Michael Krohns gate 103, 5057 Bergen",1 190 000 kr,312 000 kr,8 032 kr,1 510 032 kr,3 254 kr,Leilighet,Andel,19 m²,19 m²,3,2004,3091 m² (eiet),-1,-1,"Flott leilighet i et moderne bygg fra 2004. ""Alt"" inkl. i felleskostnader. Sentral beliggenhet, nær BI, HVL, UIB.",PrivatMegleren Vikebø & Jørgensen
"Brurasteinane 1C, 5360 Kolltveit",3 200 000 kr,91 542 kr,3 291 542 kr,710 kr,10 135 kr per år,Leilighet,Eier (Selveier),2,65 m²,65 m²,2,2017,-1,,Flott 3-roms leilighet fra 2017 med god beliggenhet på Kolltveit. Solrikt og barnevennlig boligområde. Parkeringsplass.,Aktiv Laguneparken
"Asperudtoppen 38, 1258 Oslo",3 700 000 kr,259 478 kr,8 557 kr,3 968 035 kr,4 406 kr,Leilighet,Andel,2,81 m²,84 m²,4,1981,G - mørkegrønn,,MÅ OPPLEVES! Attraktiv og påkostet toppleilighet med vidstrakt utsikt - Gode solforhold - VV og fyring inkludert.,-1
"Vestre Solhellinga 5C, 2067 Jessheim",3 750 000 kr,95 092 kr,3 845 092 kr,1 275 kr,4 985 kr per år,Leilighet,Eier (Selveier),3,86 m²,90 m²,1,2001,E - oransje,,"Romslig og attraktiv 4-roms selveierleilighet fra 2001. Solrik terrasse, garasjeplass og boder. Barnevennlig beliggenhet",-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"SKIPARVIKEN TRINN 2, 5221 Nesttun",4 290 000 kr,-1,-1,-1,-1,68 - 91 m²,2 - 3,Leilighet,Eier (Selveier),-1,-1,-1,-1,-1,Skiparviken trinn 2 - Nydelige leiligheter nær vakre Nordåsen med store solrike terrasser!,PROAKTIV PROSJEKTMEGLING AS
"Levanger Brygge trinn 2, 7600 Levanger",2 295 000 kr,-1,-1,-1,-1,81 - 103 m²,2 - 3,Leilighet,Andel,-1,-1,-1,-1,-1,LEVANGER BRYGGE TRINN 2: Innflytting sommeren 2021! Kun 5 ledige leiligheter!,Aktiv Levanger
"Sørengkaia 39, 0194 Oslo",12 900 000 kr,323 842 kr,13 223 842 kr,5 033 kr,-1,Leilighet,Eier (Selveier),3,120 m²,124 m²,2,2016,C - mørkegrønn,,Lys 4-roms med skjermet beliggenhet & sjøutsikt fra to balkonger - Garasjeplass m elbil lader - To bad - Heis - Bør ses!,-1
"Giskegata 35, 6005 Ålesund",2 130 000 kr,54 420 kr,2 184 420 kr,1 557 kr,-1,Leilighet,Eier (Selveier),1,66 m²,66 m²,2,1906,G - rød,,Ta kontakt for visning! Pen 2-roms leilighet med loft. Oppusset i 2012. TG1 på bad og kjøkken. Gangavstand til sentrum!,EiendomsMegler 1 avd. Ålesund - St. Olavs Plass
"Øvre Kleppe, 5300 Kleppestø",2 995 000 kr,-1,-1,-1,-1,48 - 88 m²,1 - 2,Leilighet,Eier (Selveier),-1,-1,-1,-1,-1,Helt nye svanemerkede leiligheter med sjøutsikt og gode solforhold på Øvre Kleppe - Visning 27.06,Bonava Norge AS
"Nye Sandviksveien 64, 5032 Bergen",4 490 000 kr,136 542 kr,4 626 542 kr,828 kr,14 356 kr per år,Leilighet,Eier (Selveier),3,83 m²,83 m²,3,1900,-1,,Visning avlyst etter bud direkte til selger. Meget flott 4-roms bygårdsleilighet med attraktiv beliggenhet.,PrivatMegleren Vikebø & Jørgensen
"Trondheimsveien 24 C, 0560 Oslo",4 900 000 kr,127 273 kr,8 032 kr,5 035 305 kr,3 629 kr,Leilighet,Andel,2,66 m²,66 m²,3,1895,G - oransje,,Klassisk og herskapelig 3-roms- Rosett og stukkatur - Modernisert i 2021 - Peisovn- Sjelden sjanse!,Aktiv Grønland/Bjørvika
"Gjerdrumsgata 24, 2000 Lillestrøm",3 890 000 kr,98 592 kr,3 988 592 kr,1 967 kr,-1,Leilighet,Eier (Selveier),1,46 m²,46 m²,2,2017,B - mørkegrønn,,"Attraktiv 2-roms fra 2017 i Lillestrøm med god takhøyde, heis og balkong. Din egen suitte midt i byen!",-1
"Slettheiveien 66, 4626 Kristiansand S",1 690 000 kr,317 840 kr,2 007 840 kr,5 387 kr,-1,Leilighet,Andel,3,87 m²,104 m²,2,1968,G - rød,-1,"Stor innbydende 4-roms leilighet med stor innglasset balkong, nyere kjøkken og bad. Parkering.",-1
"Ligata 30, 3912 Porsgrunn",2 950 000 kr,75 092 kr,3 025 092 kr,1 200 kr,17 076 kr per år,Leilighet,Eier (Selveier),3,93 m²,97 m²,1,2015,B - rød,,Lekker 4-roms selveierleilighet med alt på en flate - 1. etasje. Lave fellesutgifter.,-1
"Bentsebrugata 13J, 0476 Oslo",7 950 000 kr,201 292 kr,8 151 292 kr,2 069 kr,-1,Leilighet,Eier (Selveier),3,80 m²,80 m²,4,1959,-1,,Lekker 4-roms endeleilighet fra 2021 med heis og solrik parsell på takterrasse. Rett ved Akerselva!,-1
"Vestlisvingen 74, 0969 Oslo",3 990 000 kr,115 000 kr,101 124 kr,4 206 124 kr,4 700 kr,Leilighet,Eier (Selveier),3,109 m²,109 m²,1,1971,F - rød,,Rålekker og oppusset 4-r selveier - Trappefri adkomst - 2 bad - 2 solrike balkonger m/ utsikt - Garasje m/elbillader,EiendomsMegler 1 Stovner
"Bjartveien 2A, 0687 Oslo",5 300 000 kr,329 000 kr,15 526 kr,5 644 526 kr,4 992 kr,Leilighet,Andel,3,78 m²,81 m²,1,1954,E - lysegrønn,,4-r over 2 plan|God intern beliggenhet|Rekkehusfølelse med egen inngang|Barnevennlig tun|V.v og fyring inkl.,Nordvik Østensjø
"Elisabeth Grannemans vei 10, 1461 Lørenskog",4 200 000 kr,114 642 kr,4 314 642 kr,2 609 kr,-1,Leilighet,Eier (Selveier),2,63 m²,63 m²,6,2017,D - mørkegrønn,,"Lekker 3-roms toppleilighet med romslig og solrik balkong - Garasje - Sentralt og attraktivt område - Nærhet til ""alt""!",Nordvik Lørenskog
"Aspekanten 2, 9517 Alta",2 850 000 kr,-1,-1,-1,-1,54 m²,1,2,Leilighet,Eier (Selveier),B - oransje,-1,-1,-1,"Aspemyra: Første byggetrinn utsolgt. Vi er klar med neste. 2- og 3-roms leiligheter fra kr. 2 850 000,-",-1
"Sandsliåsen hus R og S, 5254 Sandsli",960 000 kr,-1,-1,-1,-1,35 - 118 m²,1 - 3,Leilighet,Andel,-1,-1,-1,-1,-1,Nytt salgstrinn i Sandsliåsen! Faste priser. Utvalgte boliger med OBOS Bostart og OBOS Deleie.,OBOS BBL
"Haldenveien 8, 3515 Hønefoss",1 450 000 kr,201 472 kr,7 185 kr,1 658 657 kr,4 804 kr,Leilighet,Andel,1,52 m²,66 m²,2,1962,F - mørkegrønn,,2-roms blokkleilighet med innvendig oppgraderingsbehov,EiendomsMegler 1 - Ringerike
"Dronningens gate 57, 8514 Narvik",1 360 000 kr,350 818 kr,8 032 kr,1 718 850 kr,5 635 kr,Leilighet,Andel,1,50 m²,50 m²,2,1968,G - rød,-1,Andelsleilighet beliggende sentralt i Narvik med 1 soverom og balkong.,Aktiv Narvik
"Skåveien 2, 7290 Støren",1 700 000 kr,54 042 kr,1 754 042 kr,13 889 kr per år,-1,Leilighet,Eier (Selveier),2,91 m²,2,1990,2866 m² (eiet),-1,,Praktisk 3- roms selveierleilighet i 2. etasje - Kjøkken fra 2021 - Solrikt og populært område - Altan,Aktiv Trondheim
"Sommerfrydveien 10A, 4842 Arendal",5 990 000 kr,158 742 kr,6 148 742 kr,2 593 kr,15 850 kr per år,Leilighet,Eier (Selveier),3,136 m²,144 m²,2,2018,B - oransje,-1,"Lekker og romslig leilighet på BRA 144 kvm. To balkonger, garasje og flott utsikt. Gangavstand til sentrum & båthavn.",Meglerhuset & Partners
"Niels Juels gate 36C, 0272 Oslo",5 650 000 kr,150 892 kr,5 800 892 kr,2 120 kr,-1,Leilighet,Eier (Selveier),1,40 m²,40 m²,4,1936,F - gul,,Lekker og tiltalende 2-roms topp-/endeleilighet - Privat takterrasse på 45 kvm - Meget gode solforhold og nydelig utsikt,Nordvik Bygdøy Allé
"Tolleivhago 18, 3570 Ål",3 850 000 kr,-1,-1,-1,-1,92 - 100 m²,3,Leilighet,Eier (Selveier),-1,-1,-1,-1,-1,Prosjekterte kvalitetsleiligheter for folk flest - 4-roms med innbydende utsikt og gode solforhold,Privatmegleren Herleiksplass & Partnere
"Trålveien 21, 8013 Bodø",2 890 000 kr,73 420 kr,2 963 420 kr,2 421 kr,10 145 kr per år,Leilighet,Eier (Selveier),1,60 m²,71 m²,1,2010,D - rød,,Stor og flott 2-roms hjørneleilighet i 1.etg fra 2010 - Heis og garasje - Felles takterrasse med jacuzzi!,-1
"Lerum Blokk B, 6856 Sogndal",2 350 000 kr,-1,-1,-1,-1,31 - 122 m²,1 - 3,Leilighet,Eier (Selveier),-1,-1,-1,-1,-1,Etter suksessen med blokk A kan du no sikre deg ein godbit i blokk B. 12 er allereie selde!,Meklarhuset Sogn As
"Auglendsveien 20A, 4019 Stavanger",2 690 000 kr,75 820 kr,2 765 820 kr,1 650 kr,5 438 kr per år,Leilighet,Eier (Selveier),2,52 m²,52 m²,2,2005,D - oransje,,Auglend | Flott 3-roms leilighet med ekstra takhøyde | Solrik balkong og fast parkering,-1
"Siriskjeret 2, H0505, 4014 Stavanger",2 490 000 kr,19 000 kr,73 792 kr,2 582 792 kr,2 452 kr,Leilighet,Eier (Selveier),2,41 m²,44 m²,5,2007,-1,,SIRISKJERET | Lys og lekker selveierleilighet | 2 sov | Arealeffektiv og unik planløsning | Parkering | Balkong,Aktiv Stavanger
"Lyngbøveien 21, 5164 Laksevåg",1 790 000 kr,20 000 kr,5 532 kr,1 815 532 kr,2 458 kr,Leilighet,Andel,1,30 m²,30 m²,1,1960,G - rød,,"Flott 2-roms med god standard, terrasse og gode solforhold! Godt kollektivtilbud like ved ytterdøren.",Kaland & Partners - Torgallmenningen Eiendomsmegling
"Kleppekjærmyra 14 A, 4885 Grimstad",1 690 000 kr,50 692 kr,1 740 692 kr,1 289 kr,-1,Leilighet,Eier (Selveier),1,48 m²,52 m²,1,2014,-1,,Lys 2-roms selveierleil. med terrasse og solrik beliggenhet. Carport og bod medfølger. VISN 30.6. PÅMELDING,-1
"Jegerveien 25, 0777 Oslo",14 300 000 kr,358 842 kr,14 658 842 kr,5 320 kr,-1,Leilighet,Eier (Selveier),2,137 m²,143 m²,2,1995,E - rød,,Alt du trenger på en flate. Endeleilighet på 143 kvm med stor terrasse - Utsikt og sol kl.10-20. Heis - Peis - 2 Gar.pl.,-1
"Dag Hammarskjölds vei 55, 5144 Fyllingsdalen",2 550 000 kr,444 207 kr,8 032 kr,3 002 239 kr,5 230 kr,Leilighet,Andel,2,67 m²,70 m²,4,1966,G - rød,,"Flott 3-roms toppleilighet med egen garasje- vestvendt balkong på 12,8 m² - Ingen dok.avgift eller forkjøpsrett",Nordvik Bergen
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Timoteiveien 12, 4017 Stavanger",2 790 000 kr,72 000 kr,960 kr,2 862 960 kr,4 253 kr,Leilighet,Andel,2,74 m²,90 m²,3,1975,G - rød,-1,"Bud på kr. 3.000.000,- til 29.06 kl. 12. Flott og innholdsrik leilighet med gjennomgående god standard. Innglasset balko",EiendomsMegler 1 Stavanger
"Grefsenveien 21C, 0482 Oslo",2 850 000 kr,1 184 kr,82 840 kr,2 934 024 kr,2 089 kr,Leilighet,Eier (Selveier),27 m²,27 m²,1,1936,G - rød,-1,,Lys og arealeffektiv 1-roms leilighet - Perfekt førstegangskjøp - Lave felleskost m.v.v/fyring/internett inkl.,PrivatMegleren Børke & Partners
"Astrids vei 13, 1473 Lørenskog",7 550 000 kr,10 391 kr,200 052 kr,7 760 443 kr,6 147 kr,Leilighet,Eier (Selveier),4,137 m²,140 m²,2,2018,D - mørkegrønn,,"Stor 6-roms leilighet + eksklusiv utleieleilighet med 11.847,- leieinntekt i mnd. 2 garasjeplasser og balkong på 9 m².",-1
"Schweigaards gate 54A, 0656 Oslo",6 000 000 kr,168 978 kr,165 770 kr,6 334 748 kr,6 907 kr,Leilighet,Eier (Selveier),5,88 m²,88 m²,4,1891,G - rød,-1,Perfekt utleieobjekt - 5 soverom - Månedlige inntekter ca 32.000,PrivatMegleren Børke & Partners
"Trondheimsveien 6A, 0560 Oslo",3 050 000 kr,77 592 kr,3 127 592 kr,2 036 kr,0 kr per år,Leilighet,Eier (Selveier),1,27 m²,27 m²,4,2009,C - mørkegrønn,,Perfekt førstegangskjøp | 4. etg med heis | Balkong | Romslig bad og kjøkken | Lave felleskost | Sentralt på Løkka!,Samsolgt by DNB Eiendom
"Bjarne Eriksensvei 2, 8160 Glomfjord",200 000 kr,485 759 kr,1 132 kr,686 891 kr,5 015 kr,Leilighet,Andel,1,43 m²,43 m²,1,2008,D - rød,-1,Lys og praktisk 2-roms leilighet,-1
"Myrmannsvegen 6, 7088 Heimdal",2 140 000 kr,56 003 kr,12 554 kr,2 208 557 kr,3 489 kr,Leilighet,Andel,1,43 m²,43 m²,4,1971,F - rød,,"Lekker 2-roms leilighet i toppetasjen, oppusset i 2018/19 | Solfylt og usjenert balkong | Sentrumsnært | Lav fellesgjeld",Heimdal Eiendomsmegling AS avd Heimdal
"Prokurator Torps gate 8, 3613 Kongsberg",975 000 kr,198 030 kr,1 132 kr,1 174 162 kr,3 950 kr,Leilighet,Andel,1,31 m²,31 m²,1,1960,G - rød,,Kongsberg Sentrum - Lys og tiltalende 2-roms leilighet med gangavstand til bysentrum.,-1
"Taterudbakken 15B, 2160 Vormsund",2 690 000 kr,68 622 kr,2 758 622 kr,1 000 kr,10 670 kr per år,Leilighet,Eier (Selveier),2,75 m²,75 m²,2,2009,D - oransje,,VORMSUND - 3 ROMS SELVEIER - Endeleilighet med gode solforhold - Garasje - Kort gåavstand til Amfisenteret.,EiendomsMegler 1 - Årnes
"Sannergata 15C, 0557 Oslo",3 800 000 kr,1 132 kr,3 801 132 kr,2 211 kr,-1,Leilighet,Andel,1,35 m²,35 m²,2,1896,F - rød,,"Flott 2-roms på ""Løkka"" med klassisk preg - Soverom mot bakgård - Lave felleskostnader - Ikke forkjøpsrett.",Krogsveen avd. Oppsal
